controller,model_seed,test_seed,horizon_hours,scenario_hours,event_count,override_events,episode_wall_time_s,episode_total_cost_eur,terminal_cleanup_operating_cost_eur,total_cost_eur,normalized_cost_eur_per_720h,captured_t,stored_t,vented_t,normalized_vented_t_per_720h,storage_rate,unit_cost_eur_per_captured_t
fixed_assignment,,9000039,8760,8928,,,232.19316578423604,38724940.316337965,293692.92052062595,39018633.23685859,3207010.9509746786,1589645.7676406705,1290983.3502930002,276284.7351412854,22708.33439517414,0.8121201443571037,24.545489335507423
fixed_assignment,,9000040,8760,8928,,,226.16290351608768,35623674.6422991,233869.2372092038,35857543.8795083,2947195.3873568466,1570525.792653128,1320134.3123634572,232184.77077265875,19083.679789533595,0.8405683743234307,22.831553640983678
fixed_assignment,,9000041,8760,8928,,,241.1066501941532,35167880.90662379,282520.96048449026,35450401.86710828,2913731.6603102693,1553082.0503525338,1302421.7315422574,230347.56811923877,18932.676831718254,0.8386045870832265,22.82583966446679
fixed_assignment,,9000042,8760,8928,,,220.53692784160376,37173757.72155397,300704.5947312618,37474462.31628523,3080092.7931193337,1611198.686804746,1328187.0260134619,254905.74206036408,20951.15688167376,0.8243471378737655,23.258746809558808
fixed_assignment,,9000043,8760,8928,,,187.03519723098725,37160629.73139006,254473.21433090686,37415102.94572096,3075213.9407441886,1582146.5991907665,1309354.221019324,253835.64716042756,20863.203876199525,0.8275808459778823,23.64831613256191
fixed_assignment,,9000044,8760,8928,,,161.25190571695566,37187946.481757656,235082.1122829693,37423028.594040625,3075865.36389375,1586694.8664958721,1316238.9532485912,255152.76953738797,20971.460509922297,0.8295476219415975,23.5855232056604
fixed_assignment,,9000045,8760,8928,,,220.40385984815657,36900858.439188294,258652.86917743113,37159511.308365725,3054206.4089067723,1589822.8039933285,1316108.782756337,251111.95230614702,20639.338545710714,0.8278336299180797,23.373366651320005
fixed_assignment,,9000046,8760,8928,,,182.43377238092944,37470886.08726807,244167.31364244653,37715053.40091052,3099867.4028145634,1585781.4742947912,1314492.8998753985,258547.66902471505,21250.493344497125,0.8289243639070529,23.78326018575963
fixed_assignment,,9000047,8760,8928,,,235.05296470504254,37743347.74258505,271730.5766456151,38015078.31923066,3124526.9851422464,1594467.8944917,1314109.4763244803,262224.0413994378,21552.660936940094,0.8241680380421864,23.84185874833778
fixed_assignment,,9000048,8760,8928,,,213.14150357572362,37776763.687317654,282933.37611777836,38059697.063435435,3128194.279186474,1582400.7805992449,1305694.3656895056,263541.58218352136,21660.95196028943,0.8251350616719537,24.05186949479542
fixed_assignment,,9000049,8760,8928,,,228.17096865875646,37017943.05623836,260678.01294734175,37278621.069185704,3063996.2522618384,1589194.9178221277,1310378.0251148406,253472.46717437217,20833.353466386754,0.8245546285226077,23.45755114814566
fixed_assignment,,9000050,8760,8928,,,245.12404202017933,37674653.228441715,260442.6627100091,37935095.891151726,3117953.0869439775,1591981.4895955909,1312605.825502823,260795.87743122815,21435.277597087243,0.8245107333730763,23.82885488246998
fixed_assignment,,9000051,8760,8928,,,251.85672319168225,38089907.388948366,285189.12657396315,38375096.51552233,3154117.521823753,1565639.0249619347,1281280.0233258144,268842.8832221048,22096.675333323685,0.8183751189754396,24.510820121167676
fixed_assignment,,9000052,8760,8928,,,195.96456732787192,38225202.825671636,291246.2123477444,38516449.03801938,3165735.537371456,1608256.3061584474,1319567.5982871298,268605.15262119554,22077.135831879084,0.8204958334278867,23.949198203376852
fixed_assignment,,9000053,8760,8928,,,260.0059040412307,39332801.90465242,277596.4599928462,39610398.364645265,3255649.180655775,1606692.838436188,1298614.2425390524,282135.02273646015,23189.17995094193,0.8082529600387142,24.653373325046065
fixed_assignment,,9000054,8760,8928,,,266.2203937517479,37445949.78828434,235925.35309925087,37681875.14138359,3097140.4225794734,1576605.2179657847,1303648.9286428194,260076.973603116,21376.189611215013,0.8268708702644361,23.90064089094075
fixed_assignment,,9000055,8760,8928,,,241.48186071403325,37828517.84148325,274052.2943843492,38102570.1358676,3131718.093358981,1595233.9319738874,1317523.8408636765,262013.9625323304,21535.394180739484,0.8259126228799673,23.885255555416126
fixed_assignment,,9000056,8760,8928,,,234.6477122399956,36558178.17911478,292750.0993827919,36850928.27849758,3028843.420150486,1553165.4781309643,1283254.843424521,250439.42973342063,20584.06271781539,0.8262190098177778,23.726337468460184
